"","ID","Income.Group"
"4274",36835,"<=50K"
"4275",36836,"<=50K"
"4276",36837,"<=50K"
"4277",36838,"<=50K"
"4278",36839,"<=50K"
"4279",36840,"<=50K"
"4280",36841,">50K"
"4281",36842,"<=50K"
"4282",36843,"<=50K"
"4283",36844,">50K"
"4284",36845,"<=50K"
"4285",36846,"<=50K"
"4286",36847,">50K"
"4287",36848,"<=50K"
"4288",36849,"<=50K"
"4289",36850,"<=50K"
"4290",36851,"<=50K"
"4291",36852,"<=50K"
"4292",36853,"<=50K"
"4293",36854,"<=50K"
"4294",36855,"<=50K"
"4295",36856,"<=50K"
"4296",36857,"<=50K"
"4297",36858,"<=50K"
"4298",36859,"<=50K"
"4299",36860,"<=50K"
"4300",36861,"<=50K"
"4301",36862,">50K"
"4302",36863,"<=50K"
"4303",36864,"<=50K"
"4304",36865,"<=50K"
"4305",36866,"<=50K"
"4306",36867,"<=50K"
"4307",36868,">50K"
"4308",36869,"<=50K"
"4309",36870,"<=50K"
"4310",36871,"<=50K"
"4311",36872,"<=50K"
"4312",36873,"<=50K"
"4313",36874,"<=50K"
"4314",36875,">50K"
"4315",36876,"<=50K"
"4316",36877,"<=50K"
"4317",36878,">50K"
"4318",36879,"<=50K"
"4319",36880,"<=50K"
"4320",36881,"<=50K"
"4321",36882,">50K"
"4322",36883,"<=50K"
"4323",36884,"<=50K"
"4324",36885,"<=50K"
"4325",36886,"<=50K"
"4326",36887,"<=50K"
"4327",36888,"<=50K"
"4328",36889,"<=50K"
"4329",36890,"<=50K"
"4330",36891,">50K"
"4331",36892,"<=50K"
"4332",36893,">50K"
"4333",36894,"<=50K"
"4334",36895,"<=50K"
"4335",36896,"<=50K"
"4336",36897,"<=50K"
"4337",36898,"<=50K"
"4338",36899,"<=50K"
"4339",36900,"<=50K"
"4340",36901,"<=50K"
"4341",36902,">50K"
"4342",36903,"<=50K"
"4343",36904,">50K"
"4344",36905,"<=50K"
"4345",36906,"<=50K"
"4346",36907,"<=50K"
"4347",36908,"<=50K"
"4348",36909,"<=50K"
"4349",36910,"<=50K"
"4350",36911,"<=50K"
"4351",36912,"<=50K"
"4352",36913,"<=50K"
"4353",36914,"<=50K"
"4354",36915,"<=50K"
"4355",36916,"<=50K"
"4356",36917,"<=50K"
"4357",36918,"<=50K"
"4358",36919,"<=50K"
"4359",36920,"<=50K"
"4360",36921,"<=50K"
"4361",36922,">50K"
"4362",36923,"<=50K"
"4363",36924,"<=50K"
"4364",36925,"<=50K"
"4365",36926,"<=50K"
"4366",36927,"<=50K"
"4367",36928,"<=50K"
"4368",36929,"<=50K"
"4369",36930,"<=50K"
"4370",36931,"<=50K"
"4371",36932,"<=50K"
"4372",36933,">50K"
"4373",36934,"<=50K"
"4374",36935,"<=50K"
"4375",36936,"<=50K"
"4376",36937,"<=50K"
"4377",36938,"<=50K"
"4378",36939,">50K"
"4379",36940,"<=50K"
"4380",36941,">50K"
"4381",36942,">50K"
"4382",36943,"<=50K"
"4383",36944,">50K"
"4384",36945,"<=50K"
"4385",36946,"<=50K"
"4386",36947,">50K"
"4387",36948,"<=50K"
"4388",36949,"<=50K"
"4389",36950,"<=50K"
"4390",36951,"<=50K"
"4391",36952,"<=50K"
"4392",36953,"<=50K"
"4393",36954,"<=50K"
"4394",36955,"<=50K"
"4395",36956,"<=50K"
"4396",36957,"<=50K"
"4397",36958,"<=50K"
"4398",36959,"<=50K"
"4399",36960,"<=50K"
"4400",36961,"<=50K"
"4401",36962,"<=50K"
"4402",36963,"<=50K"
"4403",36964,"<=50K"
"4404",36965,"<=50K"
"4405",36966,"<=50K"
"4406",36967,"<=50K"
"4407",36968,">50K"
"4408",36969,"<=50K"
"4409",36970,"<=50K"
"4410",36971,"<=50K"
"4411",36972,">50K"
"4412",36973,"<=50K"
"4413",36974,"<=50K"
"4414",36975,"<=50K"
"4415",36976,"<=50K"
"4416",36977,"<=50K"
"4417",36978,"<=50K"
"4418",36979,"<=50K"
"4419",36980,"<=50K"
"4420",36981,"<=50K"
"4421",36982,"<=50K"
"4422",36983,">50K"
"4423",36984,"<=50K"
"4424",36985,"<=50K"
"4425",36986,">50K"
"4426",36987,"<=50K"
"4427",36988,"<=50K"
"4428",36989,"<=50K"
"4429",36990,"<=50K"
"4430",36991,"<=50K"
"4431",36992,">50K"
"4432",36993,"<=50K"
"4433",36994,"<=50K"
"4434",36995,"<=50K"
"4435",36996,"<=50K"
"4436",36997,"<=50K"
"4437",36998,"<=50K"
"4438",36999,">50K"
"4439",37000,"<=50K"
"4440",37001,"<=50K"
"4441",37002,"<=50K"
"4442",37003,">50K"
"4443",37004,"<=50K"
"4444",37005,"<=50K"
"4445",37006,"<=50K"
"4446",37007,"<=50K"
"4447",37008,"<=50K"
"4448",37009,"<=50K"
"4449",37010,">50K"
"4450",37011,">50K"
"4451",37012,"<=50K"
"4452",37013,"<=50K"
"4453",37014,"<=50K"
"4454",37015,"<=50K"
"4455",37016,"<=50K"
"4456",37017,"<=50K"
"4457",37018,"<=50K"
"4458",37019,"<=50K"
"4459",37020,"<=50K"
"4460",37021,">50K"
"4461",37022,"<=50K"
"4462",37023,"<=50K"
"4463",37024,">50K"
"4464",37025,"<=50K"
"4465",37026,"<=50K"
"4466",37027,">50K"
"4467",37028,">50K"
"4468",37029,"<=50K"
"4469",37030,"<=50K"
"4470",37031,"<=50K"
"4471",37032,"<=50K"
"4472",37033,"<=50K"
"4473",37034,"<=50K"
"4474",37035,"<=50K"
"4475",37036,"<=50K"
"4476",37037,"<=50K"
"4477",37038,"<=50K"
"4478",37039,"<=50K"
"4479",37040,">50K"
"4480",37041,"<=50K"
"4481",37042,">50K"
"4482",37043,"<=50K"
"4483",37044,">50K"
"4484",37045,"<=50K"
"4485",37046,"<=50K"
"4486",37047,"<=50K"
"4487",37048,"<=50K"
"4488",37049,"<=50K"
"4489",37050,"<=50K"
"4490",37051,">50K"
"4491",37052,"<=50K"
"4492",37053,"<=50K"
"4493",37054,">50K"
"4494",37055,"<=50K"
"4495",37056,"<=50K"
"4496",37057,"<=50K"
"4497",37058,"<=50K"
"4498",37059,"<=50K"
"4499",37060,"<=50K"
"4500",37061,">50K"
"4501",37062,"<=50K"
"4502",37063,"<=50K"
"4503",37064,"<=50K"
"4504",37065,"<=50K"
"4505",37066,"<=50K"
"4506",37067,"<=50K"
"4507",37068,"<=50K"
"4508",37069,"<=50K"
"4509",37070,"<=50K"
"4510",37071,"<=50K"
"4511",37072,"<=50K"
"4512",37073,"<=50K"
"4513",37074,"<=50K"
"4514",37075,">50K"
"4515",37076,"<=50K"
"4516",37077,"<=50K"
"4517",37078,"<=50K"
"4518",37079,">50K"
"4519",37080,"<=50K"
"4520",37081,"<=50K"
"4521",37082,"<=50K"
"4522",37083,"<=50K"
"4523",37084,"<=50K"
"4524",37085,"<=50K"
"4525",37086,"<=50K"
"4526",37087,"<=50K"
"4527",37088,"<=50K"
"4528",37089,"<=50K"
"4529",37090,"<=50K"
"4530",37091,"<=50K"
"4531",37092,"<=50K"
"4532",37093,"<=50K"
"4533",37094,"<=50K"
"4534",37095,"<=50K"
"4535",37096,"<=50K"
"4536",37097,"<=50K"
"4537",37098,"<=50K"
"4538",37099,"<=50K"
"4539",37100,"<=50K"
"4540",37101,">50K"
"4541",37102,"<=50K"
"4542",37103,"<=50K"
"4543",37104,"<=50K"
"4544",37105,">50K"
"4545",37106,"<=50K"
"4546",37107,"<=50K"
"4547",37108,"<=50K"
"4548",37109,"<=50K"
"4549",37110,"<=50K"
"4550",37111,">50K"
"4551",37112,"<=50K"
"4552",37113,"<=50K"
"4553",37114,"<=50K"
"4554",37115,"<=50K"
"4555",37116,"<=50K"
"4556",37117,"<=50K"
"4557",37118,"<=50K"
"4558",37119,"<=50K"
"4559",37120,"<=50K"
"4560",37121,">50K"
"4561",37122,">50K"
"4562",37123,"<=50K"
"4563",37124,"<=50K"
"4564",37125,"<=50K"
"4565",37126,"<=50K"
"4566",37127,">50K"
"4567",37128,"<=50K"
"4568",37129,"<=50K"
"4569",37130,"<=50K"
"4570",37131,"<=50K"
"4571",37132,"<=50K"
"4572",37133,"<=50K"
"4573",37134,"<=50K"
"4574",37135,"<=50K"
"4575",37136,"<=50K"
"4576",37137,"<=50K"
"4577",37138,"<=50K"
"4578",37139,">50K"
"4579",37140,"<=50K"
"4580",37141,"<=50K"
"4581",37142,"<=50K"
"4582",37143,"<=50K"
"4583",37144,"<=50K"
"4584",37145,"<=50K"
"4585",37146,"<=50K"
"4586",37147,"<=50K"
"4587",37148,">50K"
"4588",37149,"<=50K"
"4589",37150,"<=50K"
"4590",37151,">50K"
"4591",37152,"<=50K"
"4592",37153,"<=50K"
"4593",37154,"<=50K"
"4594",37155,">50K"
"4595",37156,"<=50K"
"4596",37157,"<=50K"
"4597",37158,"<=50K"
"4598",37159,"<=50K"
"4599",37160,"<=50K"
"4600",37161,"<=50K"
"4601",37162,"<=50K"
"4602",37163,"<=50K"
"4603",37164,">50K"
"4604",37165,"<=50K"
"4605",37166,"<=50K"
"4606",37167,">50K"
"4607",37168,"<=50K"
"4608",37169,"<=50K"
"4609",37170,"<=50K"
"4610",37171,"<=50K"
"4611",37172,">50K"
"4612",37173,"<=50K"
"4613",37174,"<=50K"
"4614",37175,">50K"
"4615",37176,"<=50K"
"4616",37177,">50K"
"4617",37178,"<=50K"
"4618",37179,"<=50K"
"4619",37180,"<=50K"
"4620",37181,"<=50K"
"4621",37182,"<=50K"
"4622",37183,"<=50K"
"4623",37184,"<=50K"
"4624",37185,"<=50K"
"4625",37186,"<=50K"
"4626",37187,"<=50K"
"4627",37188,">50K"
"4628",37189,"<=50K"
"4629",37190,"<=50K"
"4630",37191,"<=50K"
"4631",37192,">50K"
"4632",37193,"<=50K"
"4633",37194,"<=50K"
"4634",37195,"<=50K"
"4635",37196,"<=50K"
"4636",37197,"<=50K"
"4637",37198,"<=50K"
"4638",37199,">50K"
"4639",37200,"<=50K"
"4640",37201,"<=50K"
"4641",37202,"<=50K"
"4642",37203,"<=50K"
"4643",37204,"<=50K"
"4644",37205,"<=50K"
"4645",37206,"<=50K"
"4646",37207,"<=50K"
"4647",37208,"<=50K"
"4648",37209,"<=50K"
"4649",37210,"<=50K"
"4650",37211,">50K"
"4651",37212,"<=50K"
"4652",37213,"<=50K"
"4653",37214,"<=50K"
"4654",37215,"<=50K"
"4655",37216,"<=50K"
"4656",37217,"<=50K"
"4657",37218,">50K"
"4658",37219,"<=50K"
"4659",37220,">50K"
"4660",37221,"<=50K"
"4661",37222,"<=50K"
"4662",37223,"<=50K"
"4663",37224,"<=50K"
"4664",37225,"<=50K"
"4665",37226,"<=50K"
"4666",37227,"<=50K"
"4667",37228,"<=50K"
"4668",37229,"<=50K"
"4669",37230,"<=50K"
"4670",37231,"<=50K"
"4671",37232,">50K"
"4672",37233,"<=50K"
"4673",37234,">50K"
"4674",37235,"<=50K"
"4675",37236,">50K"
"4676",37237,"<=50K"
"4677",37238,"<=50K"
"4678",37239,"<=50K"
"4679",37240,"<=50K"
"4680",37241,">50K"
"4681",37242,"<=50K"
"4682",37243,"<=50K"
"4683",37244,"<=50K"
"4684",37245,"<=50K"
"4685",37246,"<=50K"
"4686",37247,"<=50K"
"4687",37248,"<=50K"
"4688",37249,"<=50K"
"4689",37250,"<=50K"
"4690",37251,"<=50K"
"4691",37252,"<=50K"
"4692",37253,"<=50K"
"4693",37254,"<=50K"
"4694",37255,"<=50K"
"4695",37256,"<=50K"
"4696",37257,"<=50K"
"4697",37258,"<=50K"
"4698",37259,">50K"
"4699",37260,"<=50K"
"4700",37261,"<=50K"
"4701",37262,"<=50K"
"4702",37263,">50K"
"4703",37264,"<=50K"
"4704",37265,"<=50K"
"4705",37266,"<=50K"
"4706",37267,"<=50K"
"4707",37268,"<=50K"
"4708",37269,"<=50K"
"4709",37270,"<=50K"
"4710",37271,">50K"
"4711",37272,"<=50K"
"4712",37273,"<=50K"
"4713",37274,"<=50K"
"4714",37275,"<=50K"
"4715",37276,">50K"
"4716",37277,"<=50K"
"4717",37278,">50K"
"4718",37279,"<=50K"
"4719",37280,"<=50K"
"4720",37281,"<=50K"
"4721",37282,"<=50K"
"4722",37283,"<=50K"
"4723",37284,"<=50K"
"4724",37285,"<=50K"
"4725",37286,">50K"
"4726",37287,">50K"
"4727",37288,"<=50K"
"4728",37289,"<=50K"
"4729",37290,"<=50K"
"4730",37291,"<=50K"
"4731",37292,">50K"
"4732",37293,"<=50K"
"4733",37294,">50K"
"4734",37295,"<=50K"
"4735",37296,"<=50K"
"4736",37297,"<=50K"
"4737",37298,">50K"
"4738",37299,"<=50K"
"4739",37300,"<=50K"
"4740",37301,"<=50K"
"4741",37302,"<=50K"
"4742",37303,"<=50K"
"4743",37304,"<=50K"
"4744",37305,"<=50K"
"4745",37306,"<=50K"
"4746",37307,"<=50K"
"4747",37308,"<=50K"
"4748",37309,">50K"
"4749",37310,"<=50K"
"4750",37311,"<=50K"
"4751",37312,"<=50K"
"4752",37313,"<=50K"
"4753",37314,"<=50K"
"4754",37315,"<=50K"
"4755",37316,"<=50K"
"4756",37317,"<=50K"
"4757",37318,"<=50K"
"4758",37319,"<=50K"
"4759",37320,"<=50K"
"4760",37321,"<=50K"
"4761",37322,"<=50K"
"4762",37323,"<=50K"
"4763",37324,"<=50K"
"4764",37325,"<=50K"
"4765",37326,"<=50K"
"4766",37327,"<=50K"
"4767",37328,">50K"
"4768",37329,"<=50K"
"4769",37330,"<=50K"
"4770",37331,"<=50K"
"4771",37332,"<=50K"
"4772",37333,"<=50K"
"4773",37334,">50K"
"4774",37335,">50K"
"4775",37336,"<=50K"
"4776",37337,"<=50K"
"4777",37338,"<=50K"
"4778",37339,"<=50K"
"4779",37340,"<=50K"
"4780",37341,">50K"
"4781",37342,"<=50K"
"4782",37343,">50K"
"4783",37344,">50K"
"4784",37345,"<=50K"
"4785",37346,">50K"
"4786",37347,">50K"
"4787",37348,"<=50K"
"4788",37349,">50K"
"4789",37350,"<=50K"
"4790",37351,"<=50K"
"4791",37352,"<=50K"
"4792",37353,"<=50K"
"4793",37354,">50K"
"4794",37355,"<=50K"
"4795",37356,"<=50K"
"4796",37357,"<=50K"
"4797",37358,"<=50K"
"4798",37359,"<=50K"
"4799",37360,"<=50K"
"4800",37361,"<=50K"
"4801",37362,"<=50K"
"4802",37363,"<=50K"
"4803",37364,"<=50K"
"4804",37365,"<=50K"
"4805",37366,"<=50K"
"4806",37367,">50K"
"4807",37368,"<=50K"
"4808",37369,"<=50K"
"4809",37370,"<=50K"
"4810",37371,"<=50K"
"4811",37372,"<=50K"
"4812",37373,"<=50K"
"4813",37374,">50K"
"4814",37375,"<=50K"
"4815",37376,">50K"
"4816",37377,"<=50K"
"4817",37378,"<=50K"
"4818",37379,"<=50K"
"4819",37380,"<=50K"
"4820",37381,"<=50K"
"4821",37382,"<=50K"
"4822",37383,"<=50K"
"4823",37384,"<=50K"
"4824",37385,"<=50K"
"4825",37386,"<=50K"
"4826",37387,"<=50K"
"4827",37388,"<=50K"
"4828",37389,"<=50K"
"4829",37390,"<=50K"
"4830",37391,">50K"
"4831",37392,"<=50K"
"4832",37393,">50K"
"4833",37394,"<=50K"
"4834",37395,"<=50K"
"4835",37396,">50K"
"4836",37397,"<=50K"
"4837",37398,"<=50K"
"4838",37399,"<=50K"
"4839",37400,"<=50K"
"4840",37401,"<=50K"
"4841",37402,"<=50K"
"4842",37403,"<=50K"
"4843",37404,"<=50K"
"4844",37405,"<=50K"
"4845",37406,"<=50K"
"4846",37407,"<=50K"
"4847",37408,"<=50K"
"4848",37409,"<=50K"
"4849",37410,">50K"
"4850",37411,">50K"
"4851",37412,"<=50K"
"4852",37413,"<=50K"
"4853",37414,"<=50K"
"4854",37415,">50K"
"4855",37416,">50K"
"4856",37417,">50K"
"4857",37418,"<=50K"
"4858",37419,"<=50K"
"4859",37420,"<=50K"
"4860",37421,">50K"
"4861",37422,"<=50K"
"4862",37423,"<=50K"
"4863",37424,"<=50K"
"4864",37425,"<=50K"
"4865",37426,"<=50K"
"4866",37427,"<=50K"
"4867",37428,"<=50K"
"4868",37429,"<=50K"
"4869",37430,">50K"
"4870",37431,"<=50K"
"4871",37432,"<=50K"
"4872",37433,"<=50K"
"4873",37434,"<=50K"
"4874",37435,"<=50K"
"4875",37436,"<=50K"
"4876",37437,"<=50K"
"4877",37438,"<=50K"
"4878",37439,"<=50K"
"4879",37440,"<=50K"
"4880",37441,"<=50K"
"4881",37442,">50K"
"4882",37443,">50K"
"4883",37444,">50K"
"4884",37445,">50K"
"4885",37446,"<=50K"
"4886",37447,"<=50K"
"4887",37448,"<=50K"
"4888",37449,"<=50K"
"4889",37450,"<=50K"
"4890",37451,"<=50K"
"4891",37452,"<=50K"
"4892",37453,"<=50K"
"4893",37454,"<=50K"
"4894",37455,">50K"
"4895",37456,"<=50K"
"4896",37457,"<=50K"
"4897",37458,"<=50K"
"4898",37459,"<=50K"
"4899",37460,"<=50K"
"4900",37461,"<=50K"
"4901",37462,"<=50K"
"4902",37463,"<=50K"
"4903",37464,"<=50K"
"4904",37465,"<=50K"
"4905",37466,"<=50K"
"4906",37467,"<=50K"
"4907",37468,"<=50K"
"4908",37469,"<=50K"
"4909",37470,">50K"
"4910",37471,"<=50K"
"4911",37472,"<=50K"
"4912",37473,"<=50K"
"4913",37474,"<=50K"
"4914",37475,"<=50K"
"4915",37476,"<=50K"
"4916",37477,"<=50K"
"4917",37478,">50K"
"4918",37479,"<=50K"
"4919",37480,">50K"
"4920",37481,">50K"
"4921",37482,">50K"
"4922",37483,"<=50K"
"4923",37484,"<=50K"
"4924",37485,"<=50K"
"4925",37486,"<=50K"
"4926",37487,"<=50K"
"4927",37488,"<=50K"
"4928",37489,"<=50K"
"4929",37490,">50K"
"4930",37491,"<=50K"
"4931",37492,"<=50K"
"4932",37493,"<=50K"
"4933",37494,">50K"
"4934",37495,"<=50K"
"4935",37496,"<=50K"
"4936",37497,"<=50K"
"4937",37498,"<=50K"
"4938",37499,"<=50K"
"4939",37500,">50K"
"4940",37501,">50K"
"4941",37502,"<=50K"
"4942",37503,"<=50K"
"4943",37504,">50K"
"4944",37505,"<=50K"
"4945",37506,"<=50K"
"4946",37507,"<=50K"
"4947",37508,"<=50K"
"4948",37509,"<=50K"
"4949",37510,"<=50K"
"4950",37511,"<=50K"
"4951",37512,">50K"
"4952",37513,"<=50K"
"4953",37514,"<=50K"
"4954",37515,"<=50K"
"4955",37516,"<=50K"
"4956",37517,"<=50K"
"4957",37518,"<=50K"
"4958",37519,"<=50K"
"4959",37520,"<=50K"
"4960",37521,"<=50K"
"4961",37522,"<=50K"
"4962",37523,"<=50K"
"4963",37524,"<=50K"
"4964",37525,"<=50K"
"4965",37526,"<=50K"
"4966",37527,"<=50K"
"4967",37528,"<=50K"
"4968",37529,"<=50K"
"4969",37530,">50K"
"4970",37531,"<=50K"
"4971",37532,"<=50K"
"4972",37533,"<=50K"
"4973",37534,"<=50K"
"4974",37535,"<=50K"
"4975",37536,"<=50K"
"4976",37537,"<=50K"
"4977",37538,"<=50K"
"4978",37539,"<=50K"
"4979",37540,"<=50K"
"4980",37541,"<=50K"
"4981",37542,">50K"
"4982",37543,"<=50K"
"4983",37544,"<=50K"
"4984",37545,"<=50K"
"4985",37546,"<=50K"
"4986",37547,"<=50K"
"4987",37548,"<=50K"
"4988",37549,"<=50K"
"4989",37550,">50K"
"4990",37551,"<=50K"
"4991",37552,"<=50K"
"4992",37553,"<=50K"
"4993",37554,"<=50K"
"4994",37555,"<=50K"
"4995",37556,">50K"
"4996",37557,"<=50K"
"4997",37558,"<=50K"
"4998",37559,"<=50K"
"4999",37560,">50K"
"5000",37561,">50K"
"5001",37562,">50K"
"5002",37563,"<=50K"
"5003",37564,"<=50K"
"5004",37565,">50K"
"5005",37566,"<=50K"
"5006",37567,"<=50K"
"5007",37568,"<=50K"
"5008",37569,">50K"
"5009",37570,"<=50K"
"5010",37571,">50K"
"5011",37572,"<=50K"
"5012",37573,"<=50K"
"5013",37574,"<=50K"
"5014",37575,">50K"
"5015",37576,"<=50K"
"5016",37577,"<=50K"
"5017",37578,"<=50K"
"5018",37579,"<=50K"
"5019",37580,"<=50K"
"5020",37581,"<=50K"
"5021",37582,"<=50K"
"5022",37583,"<=50K"
"5023",37584,"<=50K"
"5024",37585,"<=50K"
"5025",37586,">50K"
"5026",37587,"<=50K"
"5027",37588,"<=50K"
"5028",37589,">50K"
"5029",37590,"<=50K"
"5030",37591,"<=50K"
"5031",37592,"<=50K"
"5032",37593,"<=50K"
"5033",37594,"<=50K"
"5034",37595,"<=50K"
"5035",37596,"<=50K"
"5036",37597,"<=50K"
"5037",37598,"<=50K"
"5038",37599,"<=50K"
"5039",37600,"<=50K"
"5040",37601,"<=50K"
"5041",37602,"<=50K"
"5042",37603,">50K"
"5043",37604,"<=50K"
"5044",37605,"<=50K"
"5045",37606,"<=50K"
"5046",37607,"<=50K"
"5047",37608,"<=50K"
"5048",37609,"<=50K"
"5049",37610,"<=50K"
"5050",37611,"<=50K"
"5051",37612,"<=50K"
"5052",37613,">50K"
"5053",37614,"<=50K"
"5054",37615,"<=50K"
"5055",37616,">50K"
"5056",37617,">50K"
"5057",37618,"<=50K"
"5058",37619,">50K"
"5059",37620,"<=50K"
"5060",37621,"<=50K"
"5061",37622,">50K"
"5062",37623,"<=50K"
"5063",37624,"<=50K"
"5064",37625,"<=50K"
"5065",37626,"<=50K"
"5066",37627,"<=50K"
"5067",37628,"<=50K"
"5068",37629,"<=50K"
"5069",37630,">50K"
"5070",37631,"<=50K"
"5071",37632,">50K"
"5072",37633,"<=50K"
"5073",37634,"<=50K"
"5074",37635,"<=50K"
"5075",37636,"<=50K"
"5076",37637,"<=50K"
"5077",37638,"<=50K"
"5078",37639,"<=50K"
"5079",37640,"<=50K"
"5080",37641,"<=50K"
"5081",37642,"<=50K"
"5082",37643,"<=50K"
"5083",37644,">50K"
"5084",37645,"<=50K"
"5085",37646,"<=50K"
"5086",37647,"<=50K"
"5087",37648,"<=50K"
"5088",37649,"<=50K"
"5089",37650,"<=50K"
"5090",37651,">50K"
"5091",37652,">50K"
"5092",37653,"<=50K"
"5093",37654,"<=50K"
"5094",37655,">50K"
"5095",37656,"<=50K"
"5096",37657,"<=50K"
"5097",37658,"<=50K"
"5098",37659,"<=50K"
"5099",37660,"<=50K"
"5100",37661,"<=50K"
"5101",37662,"<=50K"
"5102",37663,"<=50K"
"5103",37664,"<=50K"
"5104",37665,"<=50K"
"5105",37666,"<=50K"
"5106",37667,"<=50K"
"5107",37668,"<=50K"
"5108",37669,"<=50K"
"5109",37670,"<=50K"
"5110",37671,">50K"
"5111",37672,"<=50K"
"5112",37673,"<=50K"
"5113",37674,"<=50K"
"5114",37675,"<=50K"
"5115",37676,"<=50K"
"5116",37677,"<=50K"
"5117",37678,"<=50K"
"5118",37679,"<=50K"
"5119",37680,">50K"
"5120",37681,"<=50K"
"5121",37682,"<=50K"
"5122",37683,"<=50K"
"5123",37684,"<=50K"
"5124",37685,">50K"
"5125",37686,">50K"
"5126",37687,">50K"
"5127",37688,"<=50K"
"5128",37689,"<=50K"
"5129",37690,">50K"
"5130",37691,">50K"
"5131",37692,">50K"
"5132",37693,"<=50K"
"5133",37694,">50K"
"5134",37695,">50K"
"5135",37696,"<=50K"
"5136",37697,"<=50K"
"5137",37698,"<=50K"
"5138",37699,"<=50K"
"5139",37700,"<=50K"
"5140",37701,">50K"
"5141",37702,"<=50K"
"5142",37703,">50K"
"5143",37704,">50K"
"5144",37705,">50K"
"5145",37706,"<=50K"
"5146",37707,"<=50K"
"5147",37708,"<=50K"
"5148",37709,"<=50K"
"5149",37710,">50K"
"5150",37711,"<=50K"
"5151",37712,"<=50K"
"5152",37713,">50K"
"5153",37714,"<=50K"
"5154",37715,"<=50K"
"5155",37716,"<=50K"
"5156",37717,"<=50K"
"5157",37718,"<=50K"
"5158",37719,"<=50K"
"5159",37720,"<=50K"
"5160",37721,"<=50K"
"5161",37722,"<=50K"
"5162",37723,"<=50K"
"5163",37724,"<=50K"
"5164",37725,"<=50K"
"5165",37726,"<=50K"
"5166",37727,"<=50K"
"5167",37728,"<=50K"
"5168",37729,"<=50K"
"5169",37730,"<=50K"
"5170",37731,"<=50K"
"5171",37732,"<=50K"
"5172",37733,"<=50K"
"5173",37734,"<=50K"
"5174",37735,"<=50K"
"5175",37736,"<=50K"
"5176",37737,">50K"
"5177",37738,">50K"
"5178",37739,"<=50K"
"5179",37740,"<=50K"
"5180",37741,"<=50K"
"5181",37742,"<=50K"
"5182",37743,">50K"
"5183",37744,"<=50K"
"5184",37745,"<=50K"
"5185",37746,"<=50K"
"5186",37747,"<=50K"
"5187",37748,"<=50K"
"5188",37749,"<=50K"
"5189",37750,"<=50K"
"5190",37751,">50K"
"5191",37752,">50K"
"5192",37753,"<=50K"
"5193",37754,"<=50K"
"5194",37755,"<=50K"
"5195",37756,"<=50K"
"5196",37757,"<=50K"
"5197",37758,"<=50K"
"5198",37759,"<=50K"
"5199",37760,"<=50K"
"5200",37761,">50K"
"5201",37762,"<=50K"
"5202",37763,">50K"
"5203",37764,"<=50K"
"5204",37765,"<=50K"
"5205",37766,"<=50K"
"5206",37767,">50K"
"5207",37768,"<=50K"
"5208",37769,">50K"
"5209",37770,"<=50K"
"5210",37771,"<=50K"
"5211",37772,"<=50K"
"5212",37773,">50K"
"5213",37774,"<=50K"
"5214",37775,">50K"
"5215",37776,"<=50K"
"5216",37777,">50K"
"5217",37778,"<=50K"
"5218",37779,">50K"
"5219",37780,"<=50K"
"5220",37781,"<=50K"
"5221",37782,"<=50K"
"5222",37783,"<=50K"
"5223",37784,"<=50K"
"5224",37785,">50K"
"5225",37786,"<=50K"
"5226",37787,">50K"
"5227",37788,"<=50K"
"5228",37789,"<=50K"
"5229",37790,"<=50K"
"5230",37791,"<=50K"
"5231",37792,">50K"
"5232",37793,"<=50K"
"5233",37794,"<=50K"
"5234",37795,"<=50K"
"5235",37796,"<=50K"
"5236",37797,"<=50K"
"5237",37798,"<=50K"
"5238",37799,">50K"
"5239",37800,"<=50K"
"5240",37801,">50K"
"5241",37802,">50K"
"5242",37803,"<=50K"
"5243",37804,">50K"
"5244",37805,"<=50K"
"5245",37806,">50K"
"5246",37807,"<=50K"
"5247",37808,"<=50K"
"5248",37809,">50K"
"5249",37810,">50K"
"5250",37811,"<=50K"
"5251",37812,">50K"
"5252",37813,"<=50K"
"5253",37814,"<=50K"
"5254",37815,"<=50K"
"5255",37816,"<=50K"
"5256",37817,"<=50K"
"5257",37818,"<=50K"
"5258",37819,"<=50K"
"5259",37820,"<=50K"
"5260",37821,"<=50K"
"5261",37822,"<=50K"
"5262",37823,"<=50K"
"5263",37824,"<=50K"
"5264",37825,"<=50K"
"5265",37826,">50K"
"5266",37827,">50K"
"5267",37828,">50K"
"5268",37829,">50K"
"5269",37830,">50K"
"5270",37831,"<=50K"
"5271",37832,"<=50K"
"5272",37833,"<=50K"
"5273",37834,"<=50K"
"5274",37835,"<=50K"
"5275",37836,"<=50K"
"5276",37837,"<=50K"
"5277",37838,">50K"
"5278",37839,"<=50K"
"5279",37840,"<=50K"
"5280",37841,">50K"
"5281",37842,">50K"
"5282",37843,"<=50K"
"5283",37844,"<=50K"
"5284",37845,"<=50K"
"5285",37846,"<=50K"
"5286",37847,"<=50K"
"5287",37848,"<=50K"
"5288",37849,"<=50K"
"5289",37850,"<=50K"
"5290",37851,">50K"
"5291",37852,"<=50K"
"5292",37853,"<=50K"
"5293",37854,"<=50K"
"5294",37855,"<=50K"
"5295",37856,"<=50K"
"5296",37857,">50K"
"5297",37858,"<=50K"
"5298",37859,"<=50K"
"5299",37860,"<=50K"
